资源名称,P2P下载地址
Windows 7 Ultimate (x86) - DVD (Hungarian),ed2k://|file|hu_windows_7_ultimate_x86_dvd_x15-65935.iso|2386423808|3C29AE292BB1A2D9F3DA5D337C7C8713|/
Windows 7 Ultimate (x86) - DVD (Hebrew),ed2k://|file|he_windows_7_ultimate_x86_dvd_x15-65933.iso|2408157184|1CC5E4591D9EFB27A1AFD89B63706D77|/
Windows 7 Ultimate (x86) - DVD (Dutch),ed2k://|file|nl_windows_7_ultimate_x86_dvd_x15-65919.iso|2390310912|5E4BB589BCBAE01620167CA41FB39F94|/
Windows 7 Ultimate (x86) - DVD (Spanish),ed2k://|file|es_windows_7_ultimate_x86_dvd_x15-65959.iso|2447534080|A3A91001F5957D3DB0F3CB2A9A020FDB|/
Windows 7 Ultimate (x86) - DVD (Russian),ed2k://|file|ru_windows_7_ultimate_x86_dvd_x15-65951.iso|2426210304|CEA24347613026671A2FE18A3F5F6660|/
Windows 7 Ultimate (x86) - DVD (Portuguese-Portugal),ed2k://|file|pp_windows_7_ultimate_x86_dvd_x15-65947.iso|2387181568|74B24A9E09A827CF68698DD532298F5A|/
Windows 7 Ultimate (x86) - DVD (Portuguese-Brazil),ed2k://|file|pt_windows_7_ultimate_x86_dvd_x15-65903.iso|2389719040|8B7427E86CDD124C7994A7BEBABF923F|/
Windows 7 Ultimate KN with Service Pack 1 (x86) - DVD (Korean),ed2k://|file|ko_windows_7_ultimate_kn_with_sp1_x86_dvd_u_677523.iso|2212542464|21CB3F3FD421BC8CA6F998C8611AB612|/
Windows 7 Ultimate with Service Pack 1 (x86) - DVD (Japanese),ed2k://|file|ja_windows_7_ultimate_with_sp1_x86_dvd_619129.iso|2552571904|84DCD0F7410ACD6AFDA57D103535832A|/
Windows 7 Ultimate with Service Pack 1 (x86) - DVD (Italian),ed2k://|file|it_windows_7_ultimate_with_sp1_x86_dvd_619122.iso|2430539776|366D87E791699ACBAAB1E84CDCDE7453|/
"Windows Automated Installation Kit for Windows 7 and Windows Server 2008 R2 (x86, x64, ia64) - DVD (German)",ed2k://|file|de_windows_automated_installation_kit_for_windows_7_and_windows_server_2008_r2_x86_x64_ia64_dvd_400065.iso|1706256384|C2F232A78955BB5BE95B5DEBCC72032B|/
Windows 7 Ultimate (x86) - DVD (French),ed2k://|file|fr_windows_7_ultimate_x86_dvd_x15-65927.iso|2448254976|4F8948E33F22DC97BFC7AB0A9E2063BD|/
"Windows Automated Installation Kit for Windows 7 and Windows Server 2008 R2 Service Pack 1 (x86, x64, ia64) - DVD (Chinese-Taiwan)",ed2k://|file|tw_windows_automated_installation_kit_for_windows_7_and_windows_server_2008_r2_sp1_x86_x64_ia64_dvd_619621.iso|1500682240|EF97F297B38BE6BD89B6BF281F3DBA06|/
"Windows Automated Installation Kit for Windows 7 and Windows Server 2008 R2 Service Pack 1 (x86, x64, ia64) - DVD (Chinese-Hong Kong SAR)",ed2k://|file|hk_windows_automated_installation_kit_for_windows_7_and_windows_server_2008_r2_sp1_x86_x64_ia64_dvd_619620.iso|1026158592|3A5579C7BA646425E3E8BCCDE9ED24C6|/
Windows Software Development Kit for Windows 7 and Windows Server 2008 R2 (x86) - DVD (English),ed2k://|file|en_windows_software_development_kit_for_windows_7_and_windows_server_2008_r2_x86_dvd_400018.iso|1552508928|DAD7EDAF3147C8AD59F8DDF6E9C30D22|/
"Windows Automated Installation Kit for Windows 7 and Windows Server 2008 R2 Service Pack 1 (x86, x64, ia64) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_automated_installation_kit_for_windows_7_and_windows_server_2008_r2_sp1_x86_x64_ia64_dvd_619619.iso|1500217344|994486E3A542CE166219D75C8C86E7D6|/
Windows 8 (x86) - DVD (Japanese),ed2k://|file|ja_windows_8_x86_dvd_915426.iso|2615216128|8F9EFAB4B7256CA1D7B12A8B04C9BCC5|/
Windows 8 Pro VL (x86) - DVD (Chinese-Taiwan),ed2k://|file|tw_windows_8_pro_vl_x86_dvd_917724.iso|2602319872|0DE6BF3599F894E1E9613D891440C791|/
Windows 8 Pro VL (x86) - DVD (Chinese-Hong Kong SAR),ed2k://|file|hk_windows_8_pro_vl_x86_dvd_917722.iso|2602309632|B05A4C7D10ACB1ED7C87AB09155C75BB|/
Windows 8 Pro VL (x86) - DVD (English),ed2k://|file|en_windows_8_pro_vl_x86_dvd_917830.iso|2548852736|DB8CFB524B1A8FB2FD2676A8159D61B4|/
Windows 8 Pro VL (x86) - DVD (Chinese-Simplified),ed2k://|file|cn_windows_8_pro_vl_x86_dvd_917720.iso|2595137536|E87CEF7B8B4EFB12B0A7397795209301|/
Windows 8 Consumer Preview with Apps (x86) - DVD (Chinese-Simplified),ed2k://|file|cn_windows_8_consumer_preview_with_apps_x86_dvd_811826.iso|2757345280|00E735026E9375BF4A51F220BDA6BD27|/
Windows 8.1 Enterprise (x86) - DVD (Japanese),ed2k://|file|ja_windows_8_1_enterprise_x86_dvd_2791652.iso|2881687552|03FAB96897574FF58B8468EB3A0EEC76|/
Windows 8.1 (multiple editions) (x64) - DVD (French),ed2k://|file|fr_windows_8_1_x64_dvd_2707314.iso|3932731392|F0D718CCD2797C568977EB7ED9068D13|/
Windows 8.1 Pro VL (x86) - DVD (Chinese-Taiwan),ed2k://|file|tw_windows_8_1_pro_vl_x86_dvd_2972625.iso|3038695424|7DE25C0D24730AFCE31D10168521D897|/
Windows 8.1 (multiple editions) (x86) - DVD (Chinese-Hong Kong SAR),ed2k://|file|hk_windows_8_1_x86_dvd_2707435.iso|3059003392|F6253A0E165BA72B03EE93AF4D2DE931|/
Windows 8.1 Pro VL (x86) - DVD (English),ed2k://|file|en_windows_8_1_pro_vl_x86_dvd_2972633.iso|2900871168|3DC72F9673EAFA40AD9C62A5F96EE8CC|/
Windows 8.1 Pro VL (x86) - DVD (Chinese-Simplified),ed2k://|file|cn_windows_8_1_pro_vl_x86_dvd_2972620.iso|3049981952|5B396C3A0BA99617647D9AFE8403AFA5|/
Windows 8.1 Preview (x86) - DVD (Chinese-Simplified),ed2k://|file|cn_windows_8.1_preview_x86_dvd_2358749.iso|2927894528|086CB923417B2B11631DB6FD2DB7A98F|/
"Windows 8.1, Windows Server 2012 R2, Windows Embedded 8.1 Industry Update (x64) - (Multiple Languages)",ed2k://|file|mu_windows_8.1_windows_server_2012r2_windows_embedded_8.1industry_update_x64_4046913.zip|807854846|A1B50E1C33241FC8840EEB36FCDC96A6|/
Windows 8.1 with Update (multiple editions) (x86) - DVD (English),ed2k://|file|en_windows_8.1_with_update_x86_dvd_6051550.iso|3209969664|6F6D414D315630EC8EBB27355A16DCA1|/
Windows 8.1 with Update (multiple editions) (x86) - DVD (Chinese-Simplified),ed2k://|file|cn_windows_8.1_with_update_x86_dvd_6051523.iso|3349960704|C1B8A61BD8F1300825BF03C4D31B35A0|/
Windows 98 Second Edition (English),ed2k://|file|en_win98_se.iso|652738560|9FAE6A31402499EEE72CB9CED4C7ABA5|/
Windows 98 Second Edition (Simplified Chinese),ed2k://|file|SC_WIN98SE.exe|278540368|939909E688963174901F822123E55F7E|/
"Windows 10 (consumer editions), version 1909 (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_editions_version_1909_x86_dvd_08dd0d3c.iso|3859558400|40991568D016CCBAEE1E67CD38FAABE8|/
"Windows 10 (consumer editions), version 1903 (updated Sept 2019) (x64) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_editions_version_1903_updated_sept_2019_x64_dvd_ef681fec.iso|5329448960|06AE87625F95BEDF3404AEBAD1F82FF2|/
"Windows 10 (consumer editions), version 1903 (updated Oct 2019) (x64) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_editions_version_1903_updated_oct_2019_x64_dvd_613b3d91.iso|5380552704|6056930136470C6B1677978F4F2237CD|/
"Windows 10 (consumer editions), version 1903 (updated Nov 2019) (x64) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_editions_version_1903_updated_nov_2019_x64_dvd_055b3530.iso|5409650688|EBA2C4E4A7B30C55FA9C042DB7461675|/
"Windows 10 (consumer edition), version 1903 (updated June 2019) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_edition_version_1903_updated_june_2019_x86_dvd_1682e27b.iso|3696904192|1676BE95B39802E64D8794EB02979F46|/
"Windows 10 (consumer editions), version 1903 (updated July 2019) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_editions_version_1903_updated_july_2019_x86_dvd_3995e09a.iso|3781146624|F48A0E973223A3DFA99A1F9A83C3394F|/
"Windows 10 (consumer editions), version 1903 (updated Aug 2019) (x64) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_editions_version_1903_updated_aug_2019_x64_dvd_4c9cbf0b.iso|5306406912|D061699FE76029369A7BEC3622A564BA|/
"Windows 10 (consumer editions), version 1903 (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_editions_version_1903_x86_dvd_44b77216.iso|3557466112|926D3E6D2503D0E8CB4C8599C8DEC58F|/
"Windows 10 (consumer edition), version 1809 (Updated Sept 2018) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_edition_version_1809_updated_sept_2018_x86_dvd_8c32ac6a.iso|3709065216|645A85A963F007C58B67A4FB32DE0925|/
"Windows 10 (consumer edition), version 1809 (updated May 2019) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_edition_version_1809_updated_may_2019_x86_dvd_42f826ad.iso|3925567488|663AEA7751416BC598D05505E14B9A9D|/
"Windows 10 (consumer edition), version 1809 (updated June 2019) (x64) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_edition_version_1809_updated_june_2019_x64_dvd_f602d2bf.iso|5464420352|6361056E595732B7647B52CAA4C4547A|/
"Windows 10 (consumer editions), version 1809 (Updated March 2019) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_editions_version_1809_updated_march_2019_x86_dvd_2ca8f510.iso|3877613568|AC48F20AEE1574CA31FCB6A8DDBFD85A|/
"Windows 10 (consumer edition), version 1809 (Updated Feb 2019) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_edition_version_1809_updated_feb_2019_x86_dvd_3b20ec96.iso|3835398144|4070AE0B747B5C45C0A658CBDA31117C|/
"Windows 10 (consumer editions), version 1809 (Updated Jan 2019) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_editions_version_1809_updated_jan_2019_x86_dvd_d97f5d4a.iso|3794305024|65B782E62DBC4440665AF6516315D7D0|/
"Windows 10 (consumer editions), version 1809 (Updated Dec 2018) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_editions_version_1809_updated_dec_2018_x86_dvd_6e2448ac.iso|3888424960|2956C9804422D97110D01118DF36FEB7|/
"Windows 10 (consumer edition), version 1809 (updated April 2019) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_edition_version_1809_updated_april_2019_x86_dvd_93f26259.iso|3897141248|EA29C05254275A5044E149D2C10CC6C9|/
"Windows 10 (consumer editions), version 1803 (updated Sept 2019) (x64) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_editions_version_1803_updated_sept_2019_x64_dvd_56edef2c.iso|5427798016|5F38E07E290ED1FBD6D612579A104DBA|/
"Windows 10 (consumer edition), version 1803 (Updated Sep 2018) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_edition_version_1803_updated_sep_2018_x86_dvd_3acf8a56.iso|4102606848|CE283DAAAA19F5AD696CD1E8EF4A3955|/
"Windows 10 (consumer editions), version 1809 (updated Aug 2019) (x64) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_editions_version_1809_updated_aug_2019_x64_dvd_36cbc1a0.iso|5634973696|51FC1B5600792E0F3D83799042981224|/
"Windows 10 Language Pack, version 1803 (Updated March 2018) (x86 and x64) - DVD (Multiple Languages)",ed2k://|file|mu_windows_10_language_pack_version_1803_updated_march_2018_x86_x64_dvd_12063770.iso|7504347136|3CD7F8B41F03F2B22AE6B741F57E7FC2|/
"Windows 10 (consumer editions), version 1803 (Updated March 2018) (x64) - DVD (English)",ed2k://|file|en_windows_10_consumer_editions_version_1803_updated_march_2018_x64_dvd_12063379.iso|4692365312|E991C13EC003F6C98C8A6BD4364F806F|/
"Windows 10 (consumer editions), version 1803 (Updated March 2018) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_editions_version_1803_updated_march_2018_x86_dvd_12063452.iso|3480692736|0EC3C40EF13D772798209981F18B6A5D|/
"Windows 10 (consumer edition), version 1803 (Updated March 2019) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_edition_version_1803_updated_march_2019_x86_dvd_6fdd5a7b.iso|4163999744|FA6EC68A5D86553F1380765067752412|/
"Windows 10 (consumer editions), version 1803 (Updated Jul 2018) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_edition_version_1803_updated_jul_2018_x86_dvd_12711308.iso|3920218112|361B233C470C8CAB5FBEA8A204CEF61D|/
"Windows 10 (consumer editions), version 1803 (updated Aug 2019) (x64) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_editions_version_1803_updated_aug_2019_x64_dvd_4dc23fa7.iso|5414582272|6A46A6A66E34508068CEE75AC8F4E754|/
"Windows 10 (consumer edition), version 1803 (Updated Aug 2018) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_consumer_edition_version_1803_updated_aug_2018_x86_dvd_7dab5fdd.iso|4091688960|998880786AD9F6AFAE74AF591FF586A0|/
"Windows 10 (multi-edition), Version 1709 (Updated Sept 2017) (x86) - DVD (English)",ed2k://|file|en_windows_10_multi-edition_version_1709_updated_sept_2017_x86_dvd_100090818.iso|3473729536|C02BD1C338A6C5288810862776FB377C|/
"Windows 10 (multi-edition), Version 1709 (Updated Nov 2017) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_multi-edition_version_1709_updated_nov_2017_x86_dvd_100290231.iso|3851237376|82049A6D3B655B46E47CE0E0D7B04B67|/
"Windows 10 (multi-edition), Version 1709 (Updated Sept 2017) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_multi-edition_version_1709_updated_sept_2017_x86_dvd_100090805.iso|3551899648|6C24A796B66CDA6D909508A16C74B406|/
"Windows 10 (multi-edition), Version 1709 (Updated Dec 2017) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_multi-edition_version_1709_updated_dec_2017_x86_dvd_100406742.iso|4056664064|5FCF7887A5B9C001B1A55A9A1D8EC32E|/
"Windows 10 Language Pack, Version 1703 (Update March 2017) (x86, x64) - DVD (Multiple Languages)",ed2k://|file|mu_windows_10_language_pack_version_1703_update_march_2017_x86_x64_dvd_10204769.iso|4557178880|457A0C689AF6E96D95F45FF939461CA4|/
"Windows 10 Enterprise, Version 1703 (Updated June 2017) (x86) - DVD (English)",ed2k://|file|en_windows_10_enterprise_version_1703_updated_june_2017_x86_dvd_10721580.iso|3487541248|F379221E10276F020E0436871571AC03|/
"Windows 10 Enterprise, Version 1703 (Updated June 2017) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_enterprise_version_1703_updated_june_2017_x86_dvd_10721462.iso|3737954304|9DF7203BD15FF86CD381D9C998462C78|/
"Windows 10 IoT Core, Version 1703 (Update March 2017) (ARM, x86, x64) - DVD (English)",ed2k://|file|en_windows_10_iot_core_version_1703_update_march_2017_arm_x86_x64_dvd_10216670.iso|3316246528|743A20855A2F57A623C3AAB88569346E|/
"Windows 10 Enterprise, Version 1703 (Updated March 2017) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_enterprise_version_1703_updated_march_2017_x86_dvd_10189572.iso|3394940928|2E72355CDA5373B9F778D36CF03B86FD|/
"Windows 10 S, Version 1703 (Updated July 2017) (x86) - DVD (English)",ed2k://|file|en_windows_10_s_version_1703_updated_july_2017_x86_dvd_10929774.iso|3559026688|2B6EDB50B14F3E26F6E4C2140AB3C656|/
"Windows 10 Language Pack, Version 1607 (Updated Jul 2016) (x86 and x64) - DVD (Multiple Languages)",ed2k://|file|mu_windows_10_language_pack_version_1607_updated_jul_2016_x86_x64_dvd_9058649.iso|4155375616|BA974F886DA8A1686ACD2E2A50263B2A|/
"Windows 10 Enterprise, Version 1607 (Updated Jul 2016) (x86) - DVD (Chinese-Traditional)",ed2k://|file|ct_windows_10_enterprise_version_1607_updated_jul_2016_x86_dvd_9059878.iso|3003564032|14F50AF96E87894D731E1DBF20D70B7F|/
"Windows 10 Language Pack, Version 1511 (x86 and x64) - DVD (Multiple Languages)",ed2k://|file|mu_windows_10_language_pack_version_1511_x86_x64_dvd_7224763.iso|3043827712|204BE828458538F2EDCB22CC2AD8794E|/
Windows 10 Enterprise Insider Preview 14295 (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_windows_10_enterprise_insider_preview_14295_x64_dvd_8475169.iso|4147539968|329A6AE12D3E458AD22F9826E396D5B9|/
Windows 10 Pro Insider Preview 10074 (x86) - DVD (Chinese-Simplified),ed2k://|file|cn_windows_10_pro_insider_preview_10074_x86_dvd_6651164.iso|2950793216|0B611A3516A67299D60C12D9C2F20F2A|/
Windows 10 Enterprise LTSC 2019 (x86) - DVD (Chinese-Simplified),ed2k://|file|cn_windows_10_enterprise_ltsc_2019_x86_dvd_1814dbab.iso|3196803072|2D39C54A2E99BAC308191C74A15B3237|/
Windows 10 Language Pack (x86) - DVD (Multiple Languages),ed2k://|file|mu_windows_10_language_pack_x86_dvd_6846439.iso|963231744|D6EF0A816846D3758B0D23894DA84159|/
Windows 10 Enterprise 2016 LTSB (x86) - DVD (Korean),ed2k://|file|ko_windows_10_enterprise_2016_ltsb_x86_dvd_9058162.iso|2601588736|AC6A5FA4BA97D4AC240A645878334E00|/
Small Business Server 2003 R2 Premium Edition - R2 Technologies CD (English),ed2k://|file|en_sbs_2003_r2_tech_a.iso|580034560|9922861D799B2CAF88C90ED396553764|/
Small Business Server 2003 R2 Premium Edition - R2 Technologies CD (Simplified Chinese),ed2k://|file|sc_sbs_2003_r2_tech_a.iso|581855232|0E9BC8A1415DB431B3E6F5A8740C3583|/
MS-DOS 6.22 (Spanish),ed2k://|file|es_msdos622.exe|5396128|C652B8D3E9FBE088D4205FBAAA51F050|/
MS-DOS 5 (Russian),ed2k://|file|ru_msdos5.exe|2811024|C916BB7775A9FC1C5A33E36555116676|/
MS-DOS 6.22 (Brazilian Portuguese),ed2k://|file|br_msdos622.exe|5489832|143FFC455253DA4CDAAEC6E730BC3D29|/
MS-DOS 6.2 (Korean),ed2k://|file|ko_msdos62.exe|5874064|F706222F71ADD2850D7F1DA8B37C4BBD|/
MS-DOS 6.2 (Japanese),ed2k://|file|ja_msdos62.exe|13990264|CC9A7EDE6CDDCB343EAB4990B5020D00|/
MS-DOS 6.22 (Italian),ed2k://|file|it_msdos622.exe|5654528|DBD35A686AD953C16C69139E80FED8C5|/
MS-DOS 6.22 (German),ed2k://|file|de_msdos622.exe|5437080|575B1A4A0AA231711F4D72DDEBF7CA9C|/
MS-DOS 6.22 (French),ed2k://|file|fr_msdos622.exe|5347752|987A89E16D1F13E6A9257582B8A2CCF0|/
MS-DOS 6.22 (English),ed2k://|file|EN_MSDOS622.exe|11780600|B9F44455AA980C790EF4426A14A838F5|/
MS-DOS 6.22 (Simplified Chinese),ed2k://|file|SC_MSDOS622sc.exe|10020288|0B2B0878B8BBD2233D23022EE5339637|/
Windows Small Business Server 2003 Standard and Premium Edition Service Pack 1 - CD 2 (English),ed2k://|file|en_sbs_2003_std_sp1_disc2.iso|496449536|6C05780F13024AC23D328D2EB694DCBB|/
Windows Small Business Server 2003 Standard and Premium Edition Service Pack 1 - CD 2 (Simplified Chinese),ed2k://|file|sc_sbs_2003_std_sp1_disc2.iso|528435200|6406F256CCEE12E5B0C153A247153B68|/
Windows 10 Enterprise 2016 LTSB (x86) - DVD (Chinese-Traditional),ed2k://|file|ct_windows_10_enterprise_2016_ltsb_x86_dvd_9057437.iso|2741078016|BE559B78BE3BA1A6422DA5652494AB3A|/
Windows 10 Enterprise (x86) - DVD (Chinese-Hong Kong SAR),ed2k://|file|hk_windows_10_enterprise_x86_dvd_6846970.iso|3038197760|E8B930A641DB004D3EB7265933CE6E8A|/
Windows 10 N (Multiple Editions) (x86) - DVD (English),ed2k://|file|en_windows_10_n_multiple_editions_x86_dvd_6846435.iso|2861430784|E7A16F5AF1FEF3FB5A75B215D840CFE7|/
Windows 10 Enterprise 2016 LTSB (x86) - DVD (Chinese-Simplified),ed2k://|file|cn_windows_10_enterprise_2016_ltsb_x86_dvd_9057089.iso|2817034240|67C3865D03E765BDD4845BA2CB7649F8|/
"Windows 10 KN (Multiple Editions), Version 1511 (Updated Apr 2016) (x86) - DVD (Korean)",ed2k://|file|ko_windows_10_kn_multiple_editions_version_1511_updated_apr_2016_x86_dvd_8711282.iso|3115997184|ADE210137482FC90C3FAE88AAB6526F4|/
"Windows 10 Enterprise, Version 1511 (x86) - DVD (Chinese-Taiwan)",ed2k://|file|tw_windows_10_enterprise_version_1511_x86_dvd_7224835.iso|2960504832|E2CDA5904D7A8F8ECE5D2A83A2882F43|/
"Windows 10 IoT Core, Version 1511 (Updated Feb 2016) (x86, ARM) - DVD (English)",ed2k://|file|en_windows_10_iot_core_version_1511_updated_feb_2016_x86_arm_dvd_8369778.iso|1326196736|32994D226F4BC40ED40E3EEB8DB9F76A|/
"Windows 10 Enterprise, Version 1511 (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_enterprise_version_1511_x86_dvd_7224798.iso|3055464448|9D08B18C19AB307248CAB605D19475D9|/
"Windows 10 IoT Core for Raspberry Pi, Version 1607 (Updated Jul 2016) (ARM) - DVD (English)",ed2k://|file|en_windows_10_iot_core_for_raspberry_pi_version_1607_updated_jul_2016_arm_dvd_9055111.iso|683501568|DBC721ED49C7C30169015D4ACA5D3EE6|/
"Windows 10 Enterprise, Version 1607 (Updated Jul 2016) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_enterprise_version_1607_updated_jul_2016_x86_dvd_9059597.iso|3100624896|0E1580E308D316A8648B0BF58D5CDEE2|/
"Windows 10 Enterprise, Version 1703 (Updated July 2017) (x86) - DVD (Chinese-Simplified)",ed2k://|file|cn_windows_10_enterprise_version_1703_updated_july_2017_x86_dvd_10925421.iso|3790645248|2609A56EB3C599A2715D815DB02D9CBA|/
Windows MultiPoint Server 2011 Standard (x64) - DVD (English),ed2k://|file|en_windows_multipoint_server_2011_standard_x64_dvd_645141.iso|3422586880|560680C992FA74DE625D734059E2EB36|/
"Windows Embedded Device Manager 2011 (x86 and x64) - DVD (Chinese-Traditional, English, and Korean)",ed2k://|file|mu_windows_embedded_device_manager_2011_x86_and_x64_dvd_625966.iso|5660672|738D7D486747BC80CBB0C158F9478F78|/
Systems Management Server 2003 R2 (English),ed2k://|file|en_SMS_2003_R2.iso|108482560|99F8DDE336D1C711FF6512BC5DCF021F|/
Systems Management Server 2003 (English),ed2k://|file|en_SMS_2003.iso|284856320|A00AAFAD419D0EC4F477B105FC36DE16|/
Windows Embedded Device Manager 2011 (x86 and x64) - DVD (Russian ),ed2k://|file|ru_windows_embedded_device_manager_2011_x86_and_x64_dvd_625972.iso|5814272|61457EB41D4816B8C3A3004B7AB22261|/
Windows Embedded Device Manager 2011 (x86 and x64) - DVD (Korean ),ed2k://|file|ko_windows_embedded_device_manager_2011_x86 and x64_dvd_625971.iso|5660672|738D7D486747BC80CBB0C158F9478F78|/
Windows Embedded Device Manager 2011 (x86 and x64) - DVD (Japanese),ed2k://|file|ja_windows_embedded_device_manager_2011_x86_and_x64_dvd_625970.iso|5910528|6668005F44ECB5117A015069539A6DA8|/
Windows Embedded Device Manager 2011 (x86 and x64) - DVD (German),ed2k://|file|de_windows_embedded_device_manager_2011_x86_and_x64_dvd_625969.iso|5681152|5A49780D28D1CD5A466614AFCC08C8F4|/
System Center Virtual Machine Manager 2008 R2 Workgroup with Service Pack 1 (x64) - DVD (Multiple Languages),ed2k://|file|mu_system_center_virtual_machine_manager_2008_r2_workgroup_with_service_pack_1_x64_dvd_666174.iso|3558746112|D6E670416292001C40613E3991267775|/
Windows Embedded Device Manager 2011 (x86 and x64) - DVD (French ),ed2k://|file|fr_windows_embedded_device_manager_2011_x86_and_x64_dvd_625968.iso|5705728|C9754087C320B1E2364BA1EC483E49B1|/
Windows Embedded Device Manager 2011 (x86 and x64) - DVD (Chinese-Traditional),ed2k://|file|ct_windows_embedded_device_manager_2011_x86_and_x64_dvd_625966.iso|5660672|738D7D486747BC80CBB0C158F9478F78|/
Windows Embedded Device Manager 2011 (x86 and x64) - DVD (English),ed2k://|file|en_windows_embedded_device_manager_2011_x86 and x64_dvd_625967.iso|5660672|738D7D486747BC80CBB0C158F9478F78|/
Windows Embedded Device Manager 2011 with SP1 (x86 and x64) - DVD  (Chinese-Simplified),ed2k://|file|cn_windows_embedded_device_manager_2011_with_sp1_x86_and_x64_dvd_773586.iso|4198400|6D0272D903A31931E74A378C28519D9F|/
Windows MultiPoint Server 2011 Standard (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_windows_multipoint_server_2011_standard_x64_dvd_645389.iso|3591047168|31FDEA0E058FE5603E0676B2B38213FF|/
System Center Operations Manager 2007 R2 (x86 and x64) - (English),ed2k://|file|en_system_center_operations_manager_2007_r2_x86_x64_x15-15495.iso|1439893504|6B498E7B595DD8AD67F8C57131B70E41|/
System Center Essentials 2010 (x86 and x64) - DVD (English),ed2k://|file|en_system_center_essentials_2010_x86_x64_dvd_516332.iso|5263517696|B445CDD75323633D7CE1BA3EE0F10738|/
System Center Essentials 2007 with Service Pack 1 (x86) - DVD (Chinese-Simplified),ed2k://|file|cn_system_center_essentials_2007_with_sp1_x86_dvd_x14-62004.iso|750358528|ED732BBF83DA108463C5DCB5F80F25F1|/
"System Center Data Protection Manager 2010 (x64) - DVD (Chinese-Simplified, Chinese-Traditional, English, French, German, Italian, Japanese, Korean, Portuguese-Brazil, Russian, and Spanish)",ed2k://|file|mu_system_center_data_protection_manager_2010_x64_dvd_522988.iso|2842103808|4D8E6B8819A4D43867D0DEF4FB41A58B|/
System Center Data Protection Manager 2007 System Recovery Tool (x86 and x64) - CD (English),ed2k://|file|en_system_center_data_protection_manger_2007_system_recovery_tool_x86_x64_cd_x13-86588.iso|357902336|8CC89615A558AE979806AD4537BF0119|/
System Center Configuration Manager 2007 with Service Pack 2 (x86) - DVD (English),ed2k://|file|en_system_center_configuration_manager_2007_with_sp2_x86_dvd_447809.iso|1510903808|8AD52EFB97586331392A0AF5E88B5FEE|/
System Center Configuration Manager 2007 with Service Pack 2 (x86) - DVD (Chinese-Simplified),ed2k://|file|cn_system_center_configuration_manager_2007_with_sp2_x86_dvd_470273.iso|1696124928|943324CBFE8FD34546D46AEEBE6668DB|/
System Center Configuration Manager and Endpoint Protection (version - 1606) (x86 and x64) - DVD (Multiple Languages),ed2k://|file|mu_system_center_configuration_manager_endpoint_protection_version_1606_x86_x64_dvd_9678361.iso|1297797120|79EA16D84011C0B23BF12118F5DD27E0|/
System Center 2016 Operations Manager (x64) - DVD (Chinese-Simplified),ed2k://|file|cn_system_center_2016_operations_manager_x64_dvd_9216829.iso|1114923008|0809914F91045D28A9C956CBD4A6ED84|/
